atomtype,smiles,idx_in_mol,mol_index,node_attentions,edge_attentions,prediction,truth
N,,8,1,"[0.3397861123085022, 0.39792755246162415, 0.39385583996772766, 0.40894219279289246, 0.4109741151332855, 0.3629162609577179, 0.4005785286426544, 0.34959104657173157, 0.6147992610931396, 0.39078280329704285, 0.3968620002269745, 0.3743915557861328, 0.34555327892303467]","[0.7907617092132568, 0.7438454031944275, 0.2699655592441559, 0.29582998156547546, 0.29562368988990784, 0.3599560260772705, 0.35086533427238464, 0.7005019783973694, 0.3476105332374573, 0.3645435571670532, 0.28264763951301575, 0.3271324038505554, 0.35225921869277954, 0.36942681670188904, 0.749444305896759, 0.7003624439239502, 0.6739575266838074, 0.6436058282852173, 0.3501315712928772, 0.2542627453804016, 0.2925061285495758, 0.3298519253730774, 0.3324250280857086, 0.28671279549598694, 0.7127847671508789, 0.3341468870639801]",-0.37610188126564026,-0.3581
H,,9,1,"[0.38468989729881287, 0.376402884721756, 0.6434133052825928, 0.35269370675086975, 0.3722971975803375, 0.36821481585502625, 0.35628241300582886, 0.3796469569206238, 0.39508137106895447, 0.34999221563339233, 0.42054376006126404, 0.0, 0.37340936064720154]","[0.3537621796131134, 0.2084910273551941, 0.6575415134429932, 0.3515353500843048, 0.34042227268218994, 0.2953122556209564, 0.3322872519493103, 0.36400485038757324, 0.7100822329521179, 0.28857535123825073, 0.7170686721801758, 0.3765294551849365, 0.35306277871131897, 0.7175225615501404, 0.7662704586982727, 0.2537044882774353, 0.41099363565444946, 0.32271167635917664, 0.7361599206924438, 0.7128357291221619, 0.3029588758945465, 0.2972218096256256, 0.0, 0.0, 0.8137644529342651, 0.2101597785949707]",0.5043428540229797,0.5036
H,,10,1,"[0.42232459783554077, 0.38186222314834595, 0.3689160645008087, 0.4308192729949951, 0.40257376432418823, 0.3582836389541626, 0.4355427920818329, 0.37353208661079407, 0.37637531757354736, 0.3504522740840912, 0.39949724078178406, 0.40286222100257874, 0.37787315249443054]","[0.6928537487983704, 0.6917645335197449, 0.7113192677497864, 0.20088844001293182, 0.7791681289672852, 0.7058455944061279, 0.759039580821991, 0.31436699628829956, 0.7169782519340515, 0.32545650005340576, 0.3353712558746338, 0.3137725591659546, 0.2990715205669403, 0.24844934046268463, 0.7575350999832153, 0.7203729748725891, 0.38316383957862854, 0.7031407952308655, 0.7713141441345215, 0.709182858467102, 0.7235368490219116, 0.3120133578777313, 0.3186260759830475, 0.330116868019104, 0.3281242251396179, 0.35496973991394043]",0.1362190991640091,0.1328
H,,11,1,"[0.40298447012901306, 0.38602036237716675, 0.36077314615249634, 0.3956899642944336, 0.40763404965400696, 0.3976268470287323, 0.38081228733062744, 0.4121878445148468, 0.38993415236473083, 0.0, 0.4075702726840973, 0.4010040760040283, 0.3667399287223816]","[0.7195826768875122, 0.6941592693328857, 0.36840346455574036, 0.37452131509780884, 0.3670406937599182, 0.3217586874961853, 0.7459477782249451, 0.3009820580482483, 0.7253108024597168, 0.3738580048084259, 0.7263967990875244, 0.7291032671928406, 0.6955401301383972, 0.6825817823410034, 0.6882303953170776, 0.3220618963241577, 0.31254979968070984, 0.2543918192386627, 0.0, 0.0, 0.34225738048553467, 0.7004197835922241, 0.25494611263275146, 0.18627505004405975, 0.3534708619117737, 0.23279206454753876]",0.1315496563911438,0.1304
H,,12,1,"[0.3830850124359131, 0.36521783471107483, 0.3525407314300537, 0.3698180913925171, 0.3866730034351349, 0.3541083335876465, 0.3783259689807892, 0.41182050108909607, 0.3840749263763428, 0.45076805353164673, 0.37257498502731323, 0.3874405324459076, 0.36681458353996277]","[0.7301953434944153, 0.714614748954773, 0.6890698075294495, 0.3596186637878418, 0.24348445236682892, 0.33598145842552185, 0.28290754556655884, 0.2723185122013092, 0.2655651569366455, 0.35095492005348206, 0.3344874083995819, 0.6784665584564209, 0.35442790389060974, 0.678132951259613, 0.6893197894096375, 0.2932737469673157, 0.3149915933609009, 0.7022424936294556, 0.770027756690979, 0.3219078481197357, 0.6752063035964966, 0.3478086292743683, 0.7348493337631226, 0.7091418504714966, 0.36959877610206604, 0.6784322261810303]",0.13610173761844635,0.1345
C,[H]N1C([H])([H])C([H])([H])c2onc(OC([H])([H])[H])c2C([H])([H])C1([H])[H],0,2,"[0.3929586708545685, 0.40936973690986633, 0.3826145827770233, 0.35364633798599243, 0.3718348741531372, 0.4203976094722748, 0.3732198178768158, 0.34275078773498535, 0.3778712749481201, 0.381561279296875, 0.38240936398506165, 0.389769583940506, 0.3604058027267456, 0.34197843074798584, 0.3776969611644745, 0.3812987208366394, 0.4012925922870636, 0.35539618134498596, 0.388307124376297, 0.0, 0.0, 0.0, 0.37056246399879456, 0.39726412296295166]","[0.3948145806789398, 0.32103851437568665, 0.33202221989631653, 0.7330432534217834, 0.7334222793579102, 0.32670706510543823, 0.34172070026397705, 0.28980445861816406, 0.380215585231781, 0.7428458333015442, 0.38115665316581726, 0.3339282274246216, 0.3653176724910736, 0.31452542543411255, 0.7345960736274719, 0.38957637548446655, 0.3593865931034088, 0.76226407289505, 0.2690908908843994, 0.3405238687992096, 0.3547286093235016, 0.37506720423698425, 0.2920585870742798, 0.310474157333374, 0.36407116055488586, 0.7363541126251221, 0.3441283702850342, 0.675706684589386, 0.39561888575553894, 0.29551616311073303, 0.3818019926548004, 0.22556017339229584, 0.3371327817440033, 0.7073994874954224, 0.3939666152000427, 0.3591165542602539, 0.35224801301956177, 0.2536284625530243, 0.7073010802268982, 0.39287951588630676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3582749664783478, 0.7328042387962341, 0.3162251114845276, 0.3236350119113922]",-0.08236725628376007,-0.0802
O,,1,2,"[0.3935011029243469, 0.618074893951416, 0.37141934037208557, 0.3730412423610687, 0.32020318508148193, 0.4007241129875183, 0.38767650723457336, 0.35501283407211304, 0.3901473581790924, 0.31245532631874084, 0.38649842143058777, 0.3572342097759247, 0.34373363852500916, 0.39758411049842834, 0.3911187946796417, 0.38423776626586914, 0.3922384977340698, 0.3910975754261017, 0.39478346705436707, 0.40298599004745483, 0.3419152498245239, 0.3850201368331909, 0.3837446868419647, 0.4145861566066742]","[0.6541652083396912, 0.6418240070343018, 0.6581295132637024, 0.6227042078971863, 0.39032503962516785, 0.7002553343772888, 0.752849817276001, 0.405760794878006, 0.7368573546409607, 0.7058627605438232, 0.3268878161907196, 0.242416113615036, 0.23964723944664001, 0.33535486459732056, 0.3531130254268646, 0.40256810188293457, 0.31819987297058105, 0.33025220036506653, 0.3691432774066925, 0.3876659572124481, 0.33581626415252686, 0.32222944498062134, 0.7164710164070129, 0.3065475821495056, 0.39033424854278564, 0.3551497757434845, 0.35600048303604126, 0.3138139843940735, 0.31480908393859863, 0.287820965051651, 0.3472564220428467, 0.3753792643547058, 0.3612905740737915, 0.36079326272010803, 0.33665016293525696, 0.3083491027355194, 0.35373154282569885, 0.4018293619155884, 0.7214350700378418, 0.7050742506980896, 0.32017573714256287, 0.3559231460094452, 0.2745536267757416, 0.38870498538017273, 0.7314350605010986, 0.7339163422584534, 0.4028521478176117, 0.375216007232666, 0.29487311840057373, 0.38411951065063477]",-0.33660271763801575,-0.3372
C,,2,2,"[0.3625977039337158, 0.6590030789375305, 0.4112699031829834, 0.666471540927887, 0.3732735812664032, 0.40076231956481934, 0.35806235671043396, 0.3591296672821045, 0.38616225123405457, 0.38874244689941406, 0.38129305839538574, 0.36944741010665894, 0.42013436555862427, 0.3758367896080017, 0.3895546793937683, 0.3794318437576294, 0.3793219029903412, 0.38898664712905884, 0.3779398798942566, 0.37750309705734253, 0.3878321647644043, 0.36829873919487, 0.41277676820755005, 0.38252291083335876]","[0.5488283634185791, 0.39492177963256836, 0.6622201204299927, 0.6032242774963379, 0.5753128528594971, 0.6514803171157837, 0.3222291171550751, 0.6063173413276672, 0.31857651472091675, 0.3899398446083069, 0.5652645230293274, 0.3737710118293762, 0.2784164547920227, 0.3017972707748413, 0.3601223826408386, 0.31892579793930054, 0.32573339343070984, 0.7482962012290955, 0.3750380575656891, 0.33643218874931335, 0.3281722068786621, 0.3738323152065277, 0.554937481880188, 0.6653990745544434, 0.33284035325050354, 0.367764413356781, 0.34366166591644287, 0.3812580704689026, 0.36920228600502014, 0.31777268648147583, 0.38236793875694275, 0.2166367471218109, 0.4010935127735138, 0.7017879486083984, 0.3327168822288513, 0.3414973020553589, 0.3783295750617981, 0.335196852684021, 0.7143931984901428, 0.36840304732322693, 0.31987544894218445, 0.6502692103385925, 0.7755418419837952, 0.3233693838119507, 0.31529948115348816, 0.2315756380558014, 0.4107651710510254, 0.259883314371109, 0.3816322088241577, 0.24055001139640808]",0.5498771071434021,0.5419
N,,3,2,"[0.3976840674877167, 0.375924676656723, 0.3732677102088928, 0.6066762208938599, 0.37933239340782166, 0.41403281688690186, 0.34198224544525146, 0.3334601819515228, 0.35038670897483826, 0.3503521680831909, 0.3781238794326782, 0.39932936429977417, 0.37637391686439514, 0.3986118733882904, 0.34098750352859497, 0.3804829716682434, 0.40784257650375366, 0.34021076560020447, 0.3876529037952423, 0.3832632303237915, 0.35795578360557556, 0.37080147862434387, 0.3954393267631531, 0.3887553811073303]","[0.29601022601127625, 0.666763186454773, 0.5464691519737244, 0.7454217672348022, 0.6111066937446594, 0.5703372955322266, 0.6728457808494568, 0.4302542507648468, 0.3223746716976166, 0.44464582204818726, 0.3494592607021332, 0.35070717334747314, 0.32778462767601013, 0.26654136180877686, 0.686703085899353, 0.7059677243232727, 0.3038269579410553, 0.341602087020874, 0.2887464165687561, 0.36429548263549805, 0.3581717312335968, 0.38536953926086426, 0.2749518156051636, 0.3618500232696533, 0.30834245681762695, 0.36922815442085266, 0.3407551348209381, 0.3207569718360901, 0.7608911991119385, 0.33164045214653015, 0.7054104804992676, 0.3914729952812195, 0.30947044491767883, 0.39695465564727783, 0.7141478657722473, 0.35140976309776306, 0.26010894775390625, 0.729619562625885, 0.3973730206489563, 0.7319408059120178, 0.7484697103500366, 0.4251821041107178, 0.32462847232818604, 0.3738982677459717, 0.393771231174469, 0.34174925088882446, 0.3649820387363434, 0.7216436266899109, 0.3919084370136261, 0.3362579345703125]",-0.5059683322906494,-0.5013
O,,4,2,"[0.36220797896385193, 0.3746523857116699, 0.36796143651008606, 0.3956509530544281, 0.3940335512161255, 0.38025525212287903, 0.3876129984855652, 0.3548576533794403, 0.3751261234283447, 0.36001983284950256, 0.3814374506473541, 0.3709929585456848, 0.3855251669883728, 0.35973891615867615, 0.35948997735977173, 0.32734760642051697, 0.3390665352344513, 0.3409024477005005, 0.380273699760437, 0.4382633566856384, 0.3797586262226105, 0.38534125685691833, 0.38486024737358093, 0.37800532579421997]","[0.3982406556606293, 0.7118318676948547, 0.332245409488678, 0.3173208236694336, 0.3312276005744934, 0.3424902856349945, 0.3844606280326843, 0.34016433358192444, 0.3979659378528595, 0.3796072006225586, 0.33507040143013, 0.2855271100997925, 0.3467700481414795, 0.4045272767543793, 0.3589608669281006, 0.33714932203292847, 0.7205439805984497, 0.35952988266944885, 0.33816251158714294, 0.3253342807292938, 0.3193836808204651, 0.3209960162639618, 0.3576189875602722, 0.31352588534355164, 0.7071639895439148, 0.7840585112571716, 0.38469862937927246, 0.40985000133514404, 0.3058856129646301, 0.30657920241355896, 0.37910813093185425, 0.2511844336986542, 0.3755773603916168, 0.3555503785610199, 0.2705249786376953, 0.379932701587677, 0.7464653253555298, 0.29776236414909363, 0.2440946102142334, 0.40972715616226196, 0.7187110185623169, 0.37417131662368774, 0.2783500552177429, 0.3501768708229065, 0.7229834198951721, 0.40745869278907776, 0.3243078887462616, 0.36691856384277344, 0.28158313035964966, 0.3791479170322418]",-0.09694550931453705,-0.0983
C,,5,2,"[0.38728031516075134, 0.35827505588531494, 0.35297948122024536, 0.3762553930282593, 0.6050953269004822, 0.4163813292980194, 0.351776123046875, 0.35702696442604065, 0.38956958055496216, 0.3596249520778656, 0.3852478265762329, 0.3911491334438324, 0.3940218985080719, 0.39282166957855225, 0.3761470913887024, 0.34815239906311035, 0.3852376341819763, 0.3909103572368622, 0.399558961391449, 0.3443872928619385, 0.40152856707572937, 0.38528409600257874, 0.3621909022331238, 0.42604029178619385]","[0.3215720057487488, 0.753467321395874, 0.7259511351585388, 0.3781552016735077, 0.3439866900444031, 0.37827128171920776, 0.38348013162612915, 0.1687198132276535, 0.6512601971626282, 0.735232412815094, 0.6469783782958984, 0.5137573480606079, 0.7350625991821289, 0.6919654011726379, 0.7273234128952026, 0.3883863091468811, 0.38576921820640564, 0.7334939241409302, 0.3321722149848938, 0.37154120206832886, 0.32471418380737305, 0.3974218964576721, 0.2569356858730316, 0.6893683075904846, 0.5073486566543579, 0.6979772448539734, 0.7285544872283936, 0.30558064579963684, 0.3878009021282196, 0.7105302214622498, 0.34013766050338745, 0.35875260829925537, 0.362252801656723, 0.7021965384483337, 0.37244677543640137, 0.3469030261039734, 0.3137718141078949, 0.29080021381378174, 0.4138782322406769, 0.7313122153282166, 0.3294917643070221, 0.35796433687210083, 0.3786556124687195, 0.7143262028694153, 0.344022661447525, 0.7195051908493042, 0.30507323145866394, 0.3549576997756958, 0.36964988708496094, 0.34999319911003113]",0.31128501892089844,0.3043
C,,6,2,"[0.41792646050453186, 0.3852836489677429, 0.3691154420375824, 0.3862830698490143, 0.3863741159439087, 0.4007900059223175, 0.3634723722934723, 0.3612956702709198, 0.3942079544067383, 0.37744268774986267, 0.3729577660560608, 0.3269810378551483, 0.3966650664806366, 0.417331337928772, 0.35231298208236694, 0.39002761244773865, 0.3769152760505676, 0.3517579436302185, 0.39608314633369446, 0.3509843349456787, 0.36792418360710144, 0.33508896827697754, 0.37102603912353516, 0.36093172430992126]","[0.40871661901474, 0.3615429699420929, 0.2659633755683899, 0.33450180292129517, 0.31252148747444153, 0.2860620319843292, 0.37898746132850647, 0.2739010751247406, 0.29934200644493103, 0.2506329119205475, 0.5520563125610352, 0.47298261523246765, 0.2777559459209442, 0.726929247379303, 0.33121392130851746, 0.39895299077033997, 0.33213359117507935, 0.2811039388179779, 0.3368014991283417, 0.3654267191886902, 0.7254119515419006, 0.7178864479064941, 0.30570605397224426, 0.5752613544464111, 0.4219408929347992, 0.3934137225151062, 0.37013235688209534, 0.33469724655151367, 0.36099928617477417, 0.2695446014404297, 0.729707658290863, 0.27529147267341614, 0.38849639892578125, 0.7234325408935547, 0.3265821933746338, 0.23779891431331635, 0.2864028215408325, 0.3875894546508789, 0.36241579055786133, 0.3359292447566986, 0.32871368527412415, 0.3098379969596863, 0.3845847249031067, 0.23882566392421722, 0.25394362211227417, 0.7537045478820801, 0.31123587489128113, 0.4002267122268677, 0.7077687978744507, 0.28957876563072205]",-0.30053386092185974,-0.2951
C,,7,2,"[0.39724189043045044, 0.3834507465362549, 0.40497851371765137, 0.3918682634830475, 0.362839937210083, 0.35528677701950073, 0.3707505166530609, 0.3541613221168518, 0.36537835001945496, 0.3331277370452881, 0.38810375332832336, 0.4097033441066742, 0.3742394745349884, 0.3725346028804779, 0.39255014061927795, 0.41164347529411316, 0.41489648818969727, 0.3990028202533722, 0.40477025508880615, 0.3993699550628662, 0.352413147687912, 0.3584959805011749, 0.3795740306377411, 0.32401207089424133]","[0.38510429859161377, 0.34809279441833496, 0.32879433035850525, 0.4064236283302307, 0.3548852503299713, 0.39145323634147644, 0.3945918083190918, 0.37079426646232605, 0.3075011074542999, 0.33913734555244446, 0.33210551738739014, 0.3007206320762634, 0.468525230884552, 0.39222970604896545, 0.31279611587524414, 0.41718676686286926, 0.3616110384464264, 0.2788652777671814, 0.35421881079673767, 0.3567374348640442, 0.3422223627567291, 0.3362122178077698, 0.7478422522544861, 0.30962061882019043, 0.7034156322479248, 0.6973174214363098, 0.30953657627105713, 0.30757877230644226, 0.7171518206596375, 0.37590840458869934, 0.722554624080658, 0.35937926173210144, 0.33886706829071045, 0.7195712924003601, 0.291292667388916, 0.5640814304351807, 0.3541756570339203, 0.3549046516418457, 0.3453158140182495, 0.3538285791873932, 0.3538907468318939, 0.3224705159664154, 0.4031992256641388, 0.7477089762687683, 0.7939324975013733, 0.2969345152378082, 0.3904077112674713, 0.38134509325027466, 0.2542000412940979, 0.3082599639892578]",-0.2012784630060196,-0.1876
C,,8,2,"[0.40958064794540405, 0.38520947098731995, 0.40324828028678894, 0.3970288336277008, 0.3444746434688568, 0.3929068446159363, 0.33865872025489807, 0.3472571074962616, 0.36026784777641296, 0.38493430614471436, 0.4025963842868805, 0.35971102118492126, 0.3818037509918213, 0.37136775255203247, 0.3731269836425781, 0.37545937299728394, 0.34269654750823975, 0.44750460982322693, 0.3872312009334564, 0.37822210788726807, 0.4068355858325958, 0.3708299398422241, 0.3442540764808655, 0.36531752347946167]","[0.3560793399810791, 0.4092063307762146, 0.3213510513305664, 0.3615928292274475, 0.34490102529525757, 0.739163339138031, 0.3864039182662964, 0.24953801929950714, 0.3157247304916382, 0.3429429233074188, 0.7042925357818604, 0.2952864468097687, 0.2328721135854721, 0.39714372158050537, 0.6972527503967285, 0.2162478268146515, 0.7050125002861023, 0.2555104196071625, 0.7285113334655762, 0.2995629906654358, 0.4132842719554901, 0.339727520942688, 0.3860245943069458, 0.3758070468902588, 0.33913230895996094, 0.328316330909729, 0.30407196283340454, 0.7065507173538208, 0.2794204652309418, 0.30503609776496887, 0.38305243849754333, 0.7690029144287109, 0.1870744675397873, 0.2962922751903534, 0.35210591554641724, 0.7419882416725159, 0.3890145719051361, 0.3336237668991089, 0.37036365270614624, 0.3149382472038269, 0.7383164763450623, 0.373791366815567, 0.3891488313674927, 0.34565138816833496, 0.38338157534599304, 0.7061729431152344, 0.2940532863140106, 0.7509244084358215, 0.7007544636726379, 0.41013410687446594]",0.032069478183984756,0.0365
